Origem;Código;Product;ID;
BV;BV664969;Barbara Vieira;501108;
BV;BV752042;Barbara Vieira;501108;
BV;BV997932;Barbara Vieira;501108;
BV;BV437016;Barbara Vieira;501108;
BV;BV543422;Barbara Vieira;501108;
BV;BV943029;Barbara Vieira;501108;
BV;BV291299;Barbara Vieira;501108;
BV;BV809182;Barbara Vieira;501108;
BV;BV657525;Barbara Vieira;501108;
BV;BV863401;Barbara Vieira;501108;
BV;BV995938;Barbara Vieira;501108;
BV;BV535940;Barbara Vieira;501108;
BV;BV355028;Barbara Vieira;501108;
BV;BV196862;Barbara Vieira;501108;
BV;BV484205;Barbara Vieira;501108;
BV;BV416358;Barbara Vieira;501108;
BV;BV326366;Barbara Vieira;501108;
BV;BV399982;Barbara Vieira;501108;
BV;BV991642;Barbara Vieira;501108;
BV;BV497203;Barbara Vieira;501108;
BV;BV763754;Barbara Vieira;501108;
BV;BV710411;Barbara Vieira;501108;
BV;BV657294;Barbara Vieira;501108;
BV;BV133233;Barbara Vieira;501108;
BV;BV197275;Barbara Vieira;501108;
BV;BV139106;Barbara Vieira;501108;
BV;BV196503;Barbara Vieira;501108;
BV;BV292328;Barbara Vieira;501108;
BV;BV840630;Barbara Vieira;501108;
BV;BV209663;Barbara Vieira;501108;
BV;BV773260;Barbara Vieira;501108;
BV;BV408033;Barbara Vieira;501108;
BV;BV686342;Barbara Vieira;501108;
BV;BV206331;Barbara Vieira;501108;
BV;BV435419;Barbara Vieira;501108;
BV;BV132175;Barbara Vieira;501108;
BV;BV600481;Barbara Vieira;501108;
BV;BV718981;Barbara Vieira;501108;
BV;BV625358;Barbara Vieira;501108;
BV;BV668445;Barbara Vieira;501108;
BV;BV780319;Barbara Vieira;501108;
BV;BV428073;Barbara Vieira;501108;
BV;BV881133;Barbara Vieira;501108;
BV;BV474168;Barbara Vieira;501108;
BV;BV454872;Barbara Vieira;501108;
BV;BV555572;Barbara Vieira;501108;
BV;BV498745;Barbara Vieira;501108;
BV;BV501988;Barbara Vieira;501108;
BV;BV927874;Barbara Vieira;501108;
BV;BV618806;Barbara Vieira;501108;
BV;BV234796;Barbara Vieira;501108;
BV;BV115752;Barbara Vieira;501108;
BV;BV785514;Barbara Vieira;501108;
BV;BV463419;Barbara Vieira;501108;
BV;BV490675;Barbara Vieira;501108;
BV;BV555631;Barbara Vieira;501108;
BV;BV217126;Barbara Vieira;501108;
BV;BV918848;Barbara Vieira;501108;
BV;BV534316;Barbara Vieira;501108;
BV;BV646358;Barbara Vieira;501108;
BV;BV826030;Barbara Vieira;501108;
BV;BV715180;Barbara Vieira;501108;
BV;BV883661;Barbara Vieira;501108;
BV;BV739415;Barbara Vieira;501108;
BV;BV639862;Barbara Vieira;501108;
BV;BV723758;Barbara Vieira;501108;
BV;BV697137;Barbara Vieira;501108;
BV;BV555134;Barbara Vieira;501108;
BV;BV764966;Barbara Vieira;501108;
BV;BV435587;Barbara Vieira;501108;
BV;BV790780;Barbara Vieira;501108;
BV;BV743860;Barbara Vieira;501108;
BV;BV867816;Barbara Vieira;501108;
BV;BV371360;Barbara Vieira;501108;
BV;BV529090;Barbara Vieira;501108;
BV;BV316711;Barbara Vieira;501108;
BV;BV407936;Barbara Vieira;501108;
BV;BV724843;Barbara Vieira;501108;
BV;BV617234;Barbara Vieira;501108;
BV;BV905906;Barbara Vieira;501108;
BV;BV891404;Barbara Vieira;501108;
BV;BV977396;Barbara Vieira;501108;
BV;BV155956;Barbara Vieira;501108;
BV;BV402262;Barbara Vieira;501108;
BV;BV561800;Barbara Vieira;501108;
BV;BV785545;Barbara Vieira;501108;
BV;BV607318;Barbara Vieira;501108;
BV;BV783160;Barbara Vieira;501108;
BV;BV396314;Barbara Vieira;501108;
BV;BV735846;Barbara Vieira;501108;
BV;BV759375;Barbara Vieira;501108;
BV;BV488135;Barbara Vieira;501108;
BV;BV928758;Barbara Vieira;501108;
BV;BV781644;Barbara Vieira;501108;
BV;BV570938;Barbara Vieira;501108;
BV;BV221226;Barbara Vieira;501108;
BV;BV978328;Barbara Vieira;501108;
BV;BV624908;Barbara Vieira;501108;
BV;BV123757;Barbara Vieira;501108;
BV;BV259309;Barbara Vieira;501108;
BV;BV223248;Barbara Vieira;501108;
BV;BV182954;Barbara Vieira;501108;
BV;BV708816;Barbara Vieira;501108;
BV;BV723859;Barbara Vieira;501108;
BV;BV921772;Barbara Vieira;501108;
BV;BV284668;Barbara Vieira;501108;
BV;BV125814;Barbara Vieira;501108;
BV;BV629948;Barbara Vieira;501108;
BV;BV849552;Barbara Vieira;501108;
BV;BV373739;Barbara Vieira;501108;
BV;BV980524;Barbara Vieira;501108;
BV;BV660733;Barbara Vieira;501108;
BV;BV291994;Barbara Vieira;501108;
BV;BV157471;Barbara Vieira;501108;
BV;BV323380;Barbara Vieira;501108;
BV;BV828319;Barbara Vieira;501108;
BV;BV902986;Barbara Vieira;501108;
BV;BV728870;Barbara Vieira;501108;
BV;BV284483;Barbara Vieira;501108;
BV;BV572573;Barbara Vieira;501108;
BV;BV117246;Barbara Vieira;501108;
BV;BV107012;Barbara Vieira;501108;
BV;BV625131;Barbara Vieira;501108;
BV;BV518334;Barbara Vieira;501108;
BV;BV582572;Barbara Vieira;501108;
BV;BV986100;Barbara Vieira;501108;
BV;BV544075;Barbara Vieira;501108;
BV;BV858427;Barbara Vieira;501108;
BV;BV360365;Barbara Vieira;501108;
BV;BV257152;Barbara Vieira;501108;
BV;BV247870;Barbara Vieira;501108;
BV;BV154986;Barbara Vieira;501108;
BV;BV828084;Barbara Vieira;501108;
BV;BV467932;Barbara Vieira;501108;
BV;BV319010;Barbara Vieira;501108;
BV;BV454830;Barbara Vieira;501108;
BV;BV705654;Barbara Vieira;501108;
BV;BV116491;Barbara Vieira;501108;
BV;BV193004;Barbara Vieira;501108;
BV;BV195944;Barbara Vieira;501108;
BV;BV119352;Barbara Vieira;501108;
BV;BV231644;Barbara Vieira;501108;
BV;BV586069;Barbara Vieira;501108;
BV;BV841647;Barbara Vieira;501108;
BV;BV311337;Barbara Vieira;501108;
BV;BV379699;Barbara Vieira;501108;
BV;BV498856;Barbara Vieira;501108;
BV;BV916571;Barbara Vieira;501108;
BV;BV100721;Barbara Vieira;501108;
BV;BV950937;Barbara Vieira;501108;
BV;BV558399;Barbara Vieira;501108;
BV;BV134335;Barbara Vieira;501108;
BV;BV102989;Barbara Vieira;501108;
BV;BV321627;Barbara Vieira;501108;
BV;BV850458;Barbara Vieira;501108;
BV;BV300632;Barbara Vieira;501108;
BV;BV318550;Barbara Vieira;501108;
BV;BV357759;Barbara Vieira;501108;
BV;BV337460;Barbara Vieira;501108;
BV;BV947411;Barbara Vieira;501108;
BV;BV608337;Barbara Vieira;501108;
BV;BV125220;Barbara Vieira;501108;
BV;BV753454;Barbara Vieira;501108;
BV;BV303958;Barbara Vieira;501108;
BV;BV384653;Barbara Vieira;501108;
BV;BV597805;Barbara Vieira;501108;
BV;BV416800;Barbara Vieira;501108;
BV;BV138878;Barbara Vieira;501108;
BV;BV258800;Barbara Vieira;501108;
BV;BV609229;Barbara Vieira;501108;
BV;BV203768;Barbara Vieira;501108;
BV;BV513332;Barbara Vieira;501108;
BV;BV203556;Barbara Vieira;501108;
BV;BV978209;Barbara Vieira;501108;
BV;BV881774;Barbara Vieira;501108;
BV;BV770385;Barbara Vieira;501108;
BV;BV208191;Barbara Vieira;501108;
BV;BV246759;Barbara Vieira;501108;
BV;BV209672;Barbara Vieira;501108;
BV;BV747858;Barbara Vieira;501108;
BV;BV826468;Barbara Vieira;501108;
BV;BV410942;Barbara Vieira;501108;
BV;BV674363;Barbara Vieira;501108;
BV;BV442877;Barbara Vieira;501108;
BV;BV343940;Barbara Vieira;501108;
BV;BV390659;Barbara Vieira;501108;
BV;BV947882;Barbara Vieira;501108;
BV;BV175084;Barbara Vieira;501108;
BV;BV619871;Barbara Vieira;501108;
BV;BV780443;Barbara Vieira;501108;
BV;BV217224;Barbara Vieira;501108;
BV;BV392506;Barbara Vieira;501108;
BV;BV191251;Barbara Vieira;501108;
BV;BV146759;Barbara Vieira;501108;
BV;BV960348;Barbara Vieira;501108;
BV;BV539145;Barbara Vieira;501108;
BV;BV561587;Barbara Vieira;501108;
BV;BV888982;Barbara Vieira;501108;
BV;BV116115;Barbara Vieira;501108;
BV;BV756571;Barbara Vieira;501108;
BV;BV635577;Barbara Vieira;501108;
BV;BV360996;Barbara Vieira;501108;
BV;BV123355;Barbara Vieira;501108;
BV;BV623186;Barbara Vieira;501108;
BV;BV302249;Barbara Vieira;501108;
BV;BV558285;Barbara Vieira;501108;
BV;BV584837;Barbara Vieira;501108;
BV;BV744241;Barbara Vieira;501108;
BV;BV813792;Barbara Vieira;501108;
BV;BV411413;Barbara Vieira;501108;
BV;BV345588;Barbara Vieira;501108;
BV;BV793339;Barbara Vieira;501108;
BV;BV155040;Barbara Vieira;501108;
BV;BV490929;Barbara Vieira;501108;
BV;BV161837;Barbara Vieira;501108;
BV;BV171846;Barbara Vieira;501108;
BV;BV949476;Barbara Vieira;501108;
BV;BV521077;Barbara Vieira;501108;
BV;BV876802;Barbara Vieira;501108;
BV;BV696504;Barbara Vieira;501108;
BV;BV101603;Barbara Vieira;501108;
BV;BV820022;Barbara Vieira;501108;
BV;BV612597;Barbara Vieira;501108;
BV;BV847481;Barbara Vieira;501108;
BV;BV532674;Barbara Vieira;501108;
BV;BV932908;Barbara Vieira;501108;
BV;BV633728;Barbara Vieira;501108;
BV;BV409226;Barbara Vieira;501108;
BV;BV627010;Barbara Vieira;501108;
BV;BV600688;Barbara Vieira;501108;
BV;BV836973;Barbara Vieira;501108;
BV;BV214703;Barbara Vieira;501108;
BV;BV369542;Barbara Vieira;501108;
BV;BV312445;Barbara Vieira;501108;
BV;BV374868;Barbara Vieira;501108;
BV;BV259905;Barbara Vieira;501108;
BV;BV521678;Barbara Vieira;501108;
BV;BV721872;Barbara Vieira;501108;
BV;BV625604;Barbara Vieira;501108;
BV;BV490081;Barbara Vieira;501108;
BV;BV152264;Barbara Vieira;501108;
BV;BV469565;Barbara Vieira;501108;
BV;BV480811;Barbara Vieira;501108;
BV;BV171623;Barbara Vieira;501108;
BV;BV513132;Barbara Vieira;501108;
BV;BV341979;Barbara Vieira;501108;
BV;BV234544;Barbara Vieira;501108;
BV;BV954366;Barbara Vieira;501108;
BV;BV524625;Barbara Vieira;501108;
BV;BV415171;Barbara Vieira;501108;
BV;BV221710;Barbara Vieira;501108;
BV;BV497846;Barbara Vieira;501108;
BV;BV215489;Barbara Vieira;501108;
BV;BV576857;Barbara Vieira;501108;
BV;BV872250;Barbara Vieira;501108;
BV;BV682044;Barbara Vieira;501108;
BV;BV843636;Barbara Vieira;501108;
BV;BV793858;Barbara Vieira;501108;
BV;BV118575;Barbara Vieira;501108;
BV;BV248273;Barbara Vieira;501108;
BV;BV409571;Barbara Vieira;501108;
BV;BV593656;Barbara Vieira;501108;
BV;BV618079;Barbara Vieira;501108;
BV;BV519038;Barbara Vieira;501108;
BV;BV262603;Barbara Vieira;501108;
BV;BV358581;Barbara Vieira;501108;
BV;BV229995;Barbara Vieira;501108;
BV;BV527090;Barbara Vieira;501108;
BV;BV391527;Barbara Vieira;501108;
BV;BV289055;Barbara Vieira;501108;
BV;BV316410;Barbara Vieira;501108;
BV;BV543336;Barbara Vieira;501108;
BV;BV986025;Barbara Vieira;501108;
BV;BV578335;Barbara Vieira;501108;
BV;BV920964;Barbara Vieira;501108;
BV;BV530896;Barbara Vieira;501108;
BV;BV152856;Barbara Vieira;501108;
BV;BV555400;Barbara Vieira;501108;
BV;BV915567;Barbara Vieira;501108;
BV;BV268286;Barbara Vieira;501108;
BV;BV171717;Barbara Vieira;501108;
BV;BV494865;Barbara Vieira;501108;
BV;BV295417;Barbara Vieira;501108;
BV;BV678576;Barbara Vieira;501108;
BV;BV279727;Barbara Vieira;501108;
BV;BV463244;Barbara Vieira;501108;
BV;BV945646;Barbara Vieira;501108;
BV;BV973351;Barbara Vieira;501108;
BV;BV380549;Barbara Vieira;501108;
BV;BV169421;Barbara Vieira;501108;
BV;BV699148;Barbara Vieira;501108;
BV;BV670370;Barbara Vieira;501108;
BV;BV784481;Barbara Vieira;501108;
BV;BV813818;Barbara Vieira;501108;
BV;BV354419;Barbara Vieira;501108;
BV;BV772073;Barbara Vieira;501108;
BV;BV299181;Barbara Vieira;501108;
BV;BV685577;Barbara Vieira;501108;
BV;BV924725;Barbara Vieira;501108;
BV;BV298421;Barbara Vieira;501108;
BV;BV307206;Barbara Vieira;501108;
BV;BV339947;Barbara Vieira;501108;
BV;BV945432;Barbara Vieira;501108;
BV;BV252012;Barbara Vieira;501108;
BV;BV586202;Barbara Vieira;501108;
BV;BV599120;Barbara Vieira;501108;
BV;BV475062;Barbara Vieira;501108;
BV;BV256053;Barbara Vieira;501108;
BV;BV950279;Barbara Vieira;501108;
BV;BV758922;Barbara Vieira;501108;
BV;BV187449;Barbara Vieira;501108;
BV;BV746435;Barbara Vieira;501108;
BV;BV517050;Barbara Vieira;501108;
BV;BV651034;Barbara Vieira;501108;
BV;BV167273;Barbara Vieira;501108;
BV;BV418060;Barbara Vieira;501108;
BV;BV833762;Barbara Vieira;501108;
BV;BV205851;Barbara Vieira;501108;
BV;BV589386;Barbara Vieira;501108;
BV;BV922511;Barbara Vieira;501108;
BV;BV928107;Barbara Vieira;501108;
BV;BV884597;Barbara Vieira;501108;
BV;BV683461;Barbara Vieira;501108;
BV;BV489252;Barbara Vieira;501108;
BV;BV784548;Barbara Vieira;501108;
BV;BV701000;Barbara Vieira;501108;
BV;BV359865;Barbara Vieira;501108;
BV;BV295786;Barbara Vieira;501108;
BV;BV385364;Barbara Vieira;501108;
BV;BV632592;Barbara Vieira;501108;
BV;BV900076;Barbara Vieira;501108;
BV;BV943540;Barbara Vieira;501108;
BV;BV497139;Barbara Vieira;501108;
BV;BV629633;Barbara Vieira;501108;
BV;BV595531;Barbara Vieira;501108;
BV;BV505694;Barbara Vieira;501108;
BV;BV528038;Barbara Vieira;501108;
BV;BV365663;Barbara Vieira;501108;
BV;BV752486;Barbara Vieira;501108;
BV;BV600823;Barbara Vieira;501108;
BV;BV228957;Barbara Vieira;501108;
BV;BV137885;Barbara Vieira;501108;
BV;BV567286;Barbara Vieira;501108;
BV;BV811879;Barbara Vieira;501108;
BV;BV762546;Barbara Vieira;501108;
BV;BV117824;Barbara Vieira;501108;
BV;BV116393;Barbara Vieira;501108;
BV;BV913936;Barbara Vieira;501108;
BV;BV918065;Barbara Vieira;501108;
BV;BV773163;Barbara Vieira;501108;
BV;BV598557;Barbara Vieira;501108;
BV;BV696085;Barbara Vieira;501108;
BV;BV507205;Barbara Vieira;501108;
BV;BV230139;Barbara Vieira;501108;
BV;BV712752;Barbara Vieira;501108;
BV;BV262926;Barbara Vieira;501108;
BV;BV336209;Barbara Vieira;501108;
BV;BV722605;Barbara Vieira;501108;
BV;BV754764;Barbara Vieira;501108;
BV;BV179392;Barbara Vieira;501108;
BV;BV413073;Barbara Vieira;501108;
BV;BV478585;Barbara Vieira;501108;
BV;BV267814;Barbara Vieira;501108;
BV;BV478927;Barbara Vieira;501108;
BV;BV215045;Barbara Vieira;501108;
BV;BV728108;Barbara Vieira;501108;
BV;BV888108;Barbara Vieira;501108;
BV;BV389547;Barbara Vieira;501108;
BV;BV511305;Barbara Vieira;501108;
BV;BV177119;Barbara Vieira;501108;
BV;BV784949;Barbara Vieira;501108;
BV;BV344901;Barbara Vieira;501108;
BV;BV808470;Barbara Vieira;501108;
BV;BV881432;Barbara Vieira;501108;
BV;BV606829;Barbara Vieira;501108;
BV;BV838170;Barbara Vieira;501108;
BV;BV662414;Barbara Vieira;501108;
BV;BV271964;Barbara Vieira;501108;
BV;BV809875;Barbara Vieira;501108;
BV;BV545495;Barbara Vieira;501108;
BV;BV978924;Barbara Vieira;501108;
BV;BV227920;Barbara Vieira;501108;
BV;BV663080;Barbara Vieira;501108;
BV;BV892592;Barbara Vieira;501108;
BV;BV807843;Barbara Vieira;501108;
BV;BV568120;Barbara Vieira;501108;
BV;BV295956;Barbara Vieira;501108;
BV;BV663304;Barbara Vieira;501108;
BV;BV520569;Barbara Vieira;501108;
BV;BV532314;Barbara Vieira;501108;
BV;BV278543;Barbara Vieira;501108;
BV;BV552095;Barbara Vieira;501108;
BV;BV549222;Barbara Vieira;501108;
BV;BV754133;Barbara Vieira;501108;
BV;BV101177;Barbara Vieira;501108;
BV;BV543780;Barbara Vieira;501108;
BV;BV757223;Barbara Vieira;501108;
BV;BV485219;Barbara Vieira;501108;
BV;BV451941;Barbara Vieira;501108;
BV;BV363321;Barbara Vieira;501108;
BV;BV505711;Barbara Vieira;501108;
BV;BV616121;Barbara Vieira;501108;
BV;BV873475;Barbara Vieira;501108;
BV;BV576073;Barbara Vieira;501108;
BV;BV577956;Barbara Vieira;501108;
BV;BV153703;Barbara Vieira;501108;
BV;BV117579;Barbara Vieira;501108;
BV;BV534605;Barbara Vieira;501108;
BV;BV924810;Barbara Vieira;501108;
BV;BV457083;Barbara Vieira;501108;
BV;BV906028;Barbara Vieira;501108;
BV;BV162061;Barbara Vieira;501108;
BV;BV598225;Barbara Vieira;501108;
BV;BV604563;Barbara Vieira;501108;
BV;BV149057;Barbara Vieira;501108;
BV;BV434014;Barbara Vieira;501108;
BV;BV447040;Barbara Vieira;501108;
BV;BV262499;Barbara Vieira;501108;
BV;BV869178;Barbara Vieira;501108;
BV;BV170833;Barbara Vieira;501108;
BV;BV459435;Barbara Vieira;501108;
BV;BV953770;Barbara Vieira;501108;
BV;BV727302;Barbara Vieira;501108;
BV;BV780846;Barbara Vieira;501108;
BV;BV849874;Barbara Vieira;501108;
BV;BV878248;Barbara Vieira;501108;
BV;BV150598;Barbara Vieira;501108;
BV;BV100893;Barbara Vieira;501108;
BV;BV604841;Barbara Vieira;501108;
BV;BV720609;Barbara Vieira;501108;
BV;BV317042;Barbara Vieira;501108;
BV;BV265356;Barbara Vieira;501108;
BV;BV421312;Barbara Vieira;501108;
BV;BV791847;Barbara Vieira;501108;
BV;BV360369;Barbara Vieira;501108;
BV;BV697351;Barbara Vieira;501108;
BV;BV294649;Barbara Vieira;501108;
BV;BV290019;Barbara Vieira;501108;
BV;BV220884;Barbara Vieira;501108;
BV;BV156476;Barbara Vieira;501108;
BV;BV238495;Barbara Vieira;501108;
BV;BV333028;Barbara Vieira;501108;
BV;BV282590;Barbara Vieira;501108;
BV;BV496369;Barbara Vieira;501108;
BV;BV948235;Barbara Vieira;501108;
BV;BV611670;Barbara Vieira;501108;
BV;BV905120;Barbara Vieira;501108;
BV;BV982301;Barbara Vieira;501108;
BV;BV151742;Barbara Vieira;501108;
BV;BV134688;Barbara Vieira;501108;
BV;BV980166;Barbara Vieira;501108;
